Angle,Curvature,Velocity,Accelearation
1.6255321403810146,2.3844722743799895,0.002906336715146388,0.0015249676637213595
25.60696143931138,43.37625767435997,0.0013807373727961415,0.001079011493415057
40.98876414096632,6.522577549596413,0.0009944213839878102,0.00011461189541298304
52.00564177883834,5.234124146582133,0.0011299693866107328,0.0001468722733621667
58.90616905703301,55.36273927782103,0.0013665774970648603,0.001234075721383557
39.315259651923704,51.44670457582437,0.001360317450134766,0.0012458594333606455
20.85193196447378,0.16875453487270078,9.990536831156694e-05,1.7928531808091937e-06
54.84533957046228,4.469118958320782,0.0008669929325262674,6.086638869718644e-05
28.17878363519635,59.93191603987622,0.00022701192083612786,0.00031435582478995416
49.03186202385778,56.88409117196249,0.001338375732379481,0.0011402416482918978
51.11058221121555,10.022629575990504,0.0014670165446370698,0.00029490572487305355
9.342884681731926,0.35400134838902686,0.0008663770156961429,9.684750190160083e-06
40.20100395475381,65.56392564538726,0.00014414879207906263,0.00022175437142844164
36.38993100119748,33.34723711207505,0.0029272108972690594,0.0019121885186624131
40.10940842242449,7.827709540913103,0.003202451731020579,0.0025225810599875673
54.2219643901776,6.057855866655654,0.0021852299717068173,0.00023847405235814787
67.81317972231747,38.19804410696061,0.001273850846501241,0.0007716860174725645
10.792991395467585,16.425961647537687,0.001730359525095009,0.0011647730242729938
46.77621275083435,6.839355286223499,0.0012704591571028841,0.0013623028196176022
29.13726312219827,32.11305477394722,0.00298354386500506,0.001762902981956962
40.17099712002467,4.045933417328122,0.001728695022739897,0.00017187636016028276
56.40535830535828,7.659627006299604,0.0021908975064784406,0.00027517130165397984
31.101853171934756,54.11529425245824,0.0004620601806572992,0.00060407172339213
41.06000965724884,29.055439461541507,0.0012208387908557556,0.0011563681401765803
51.217609583450205,18.134134826594536,0.0022948857012056035,0.0008165438036074022
44.536610249350375,20.100686829166115,0.001224568780867972,0.0004939818010718328
35.359174011057206,21.427247772926517,0.001336298239913851,0.00057288254940462
43.82570118569212,25.988533283729364,0.0015125064843158603,0.00069837149375621
51.69797746829661,86.36997242418646,0.00023822597393565384,0.00043260412626297675
43.195324395328484,4.651565152985494,0.00088297398938044,0.00011139687646137777
8.278649261830465,0.13710618806763855,0.0001259544843776705,3.0691657267953753e-07
36.79204768318042,4.544950409071135,0.0005654265714802219,5.063076930610045e-05
42.39668139218554,20.980761036923838,0.0020245076780387376,0.0015389572214594082
21.887520632077266,3.389648126740794,0.0024800957370187267,0.0013800581536901927
57.21631521229113,18.574614638276653,0.003830979384109339,0.003022079632274856
48.72851032816772,76.27176957748401,0.0006489484381782251,0.0010204216404982433
9.203795665990638,0.5696254922131165,0.003223737205240147,0.003079081562288389
83.6828692693118,0.2847548329916499,0.00031537530725685636,3.5096146479993906e-06
42.45208633315101,16.751947176570877,0.0013726153613184407,0.00041261442326916305
39.92978493774737,5.816036749103846,0.00118562928575873,0.00013762965527535528
15.219230327938188,22.584634531959857,0.0011384121419922132,0.0009591129528331166
37.07780809930231,5.682887633027125,0.0010004875564251121,0.00010025745262559437
38.10429738895434,50.27319800772729,0.0013226634755699011,0.0011516270475279717
30.480882163860525,12.475786925810164,0.0012783917819608973,0.0011563974280585534
42.39403722888752,18.07384715603507,0.001555110546464915,0.0006872400902077507
59.57112130757152,58.222099401747734,0.0007410402679387213,0.0009938757694888092
40.95296730590107,4.786058622141807,0.0005417457556004512,4.747645868320469e-05
27.442280923871543,21.46851052664743,0.0040312980312845,0.0024970652161334945
49.420445412068894,20.540756895532798,0.0014904806922814312,0.0006329544683909951
11.787350378911952,0.07187572327110979,0.00034408145438203974,3.352717594906346e-07
57.46145730089487,28.705637931350893,0.0018137157445540961,0.0007778860197973119
35.92250969757561,25.479616448767445,0.003357550661329817,0.002156434302255645
44.00675885179511,41.612786950086395,0.0023376733921696164,0.002893196018317698
59.4600747830627,19.17425794932692,0.000787959408144802,0.00022659783335275972
41.57717875243137,23.287796387075133,0.003206439367128344,0.0018197849410174856
12.219095878663406,2.0998458736153554,0.0005652669924839532,5.302515101290836e-05
63.69238127055965,4.43384982995681,0.0009045469578628431,8.008888981424087e-05
39.321396612945904,4.042160958386472,0.0012272994430299452,0.00011132795287766845
46.37084347350508,13.896271729974703,0.0006762669795623118,0.00034527660091835126
36.977389126189955,4.45959877014592,0.001998948600025296,0.00017745294069509849
61.64766596780308,39.005141412890126,0.0009098383153891957,0.0007134293003128045
27.77885303664729,48.86547369588562,0.00010414431159942921,0.0001761386949732235
27.98747093119756,55.05593512905041,0.0032324065934919506,0.003577103916301804
5.388312300170144,0.03421500107008767,0.00020176957234718616,3.650337554838411e-07
14.191561721905307,25.31305211998192,0.001953459747548699,0.001837582017709739
50.489020591188165,61.36067309544613,9.416541703445747e-05,0.00014130225177502915
28.80194665438252,28.0726877259204,0.0020232636420240142,0.001042850988208661
13.58801374524083,25.304714583100644,0.0002458886183148195,0.00022270706029088515
8.51056781747074,13.71704041243616,0.0014545511414990613,0.0003944687549120483
49.591423335871525,68.56967664612932,7.285855711456668e-05,0.00011593728358385904
5.772951539349218,0.13329935840457602,7.029371765702036e-05,3.917198263411026e-07
25.150597863517334,23.385459682920526,0.001534601772374265,0.0006134143702094919
3.0278877989326687,0.018913513205612506,0.0006481898192618528,2.4141702121537577e-06
28.33283666546748,49.327790296426606,0.003160963738681014,0.0026308255032343013
9.63644617617308,19.026610537937646,0.0035734948571936264,0.002711273528354877
26.16339907568283,49.22258108830025,4.1478206982415994e-05,6.91414280938572e-05
26.035033736229188,66.2500001295161,0.0009490551901152769,0.0014780402923912277
34.41280846446328,52.20515424883207,1.2580733159995672e-05,2.0170485478993044e-05
15.041874059420902,28.82599462300741,0.00021880503529214123,0.0002515924376530829
28.702040802108787,75.7950140900166,0.00019794424308158337,0.00029795455652767986
21.96662570456282,48.899408316406586,0.00011524817384059753,0.00018180225049040956
29.159126996912345,49.64451214489391,0.002293299256654385,0.0024191642481697106
51.43395365008339,49.228236058809216,0.00013677291003857714,0.00024196301542934708
12.79509895833195,22.93263651348977,0.00023688063260888853,0.0002593423616535692
23.33617512815238,67.87356367140382,0.0026789888604601434,0.0034601942116993523
52.41618155652393,57.91311527727385,0.0004931967272853331,0.00046399149082554966
39.80054684525708,57.9351048012682,0.00016785932117644722,0.00018955095328775383
42.20011921088552,77.4999594720246,6.124629392669858e-05,9.838900613101305e-05
20.269366857236736,37.76119290860569,0.0015349886219591026,0.0005886381552214162
81.84832985871293,0.020599914924991056,5.275668673912501e-05,7.441370499305525e-08
10.51334344738339,14.847912690164911,0.000370927281570567,0.00029032837728855165
2.6951371966895707,3.0474950261343166,0.00425388289293215,0.002627492483209409
44.311187344516014,47.227669823373276,0.0006206036078773641,0.000532009039186751
26.347807893572266,49.063909242072924,0.0032471178324417413,0.003050289029374006
3.3905913540248886,1.0962555032957593,0.004896272672116557,0.003494908658265697
42.44418222496105,63.041692144510435,0.00033605767022148623,0.0005444652013621453
28.95002875649472,52.563118797755266,0.0005680508732626043,0.0008545539805689463
45.75440823125794,58.927375854237205,0.003720335844846658,0.003518064601629468
34.17824132915549,67.88575870686398,0.00010617929747854214,0.0001462865322424971
24.152250149661455,38.2139732639999,0.00169314788013247,0.0006179830466085648
52.14190349275036,73.12344439122907,0.0003455033009627914,0.0004089619062405682
23.543740012272103,56.54555560411501,0.0026457894248701494,0.0027963038197556566
6.954400182483733,10.692365878813968,0.00048647511718443674,0.00017740093765265393
30.534439166861883,53.615947218851765,0.003259784580401075,0.003291227923307327
0.6991173665278033,0.004289827886315978,0.001254721814454313,2.7139683263991557e-06
21.193818273503563,74.98888215839419,0.0018051583544517157,0.0028162871741785472
17.65300274690229,26.17309922995992,0.0018008583641262123,0.0008686202484907022
41.59373822484198,0.2159624220371518,4.83353370487377e-05,1.421950411125182e-07
47.475847277991974,46.51060323774383,0.00010822119655997143,0.00015946635901265536
81.33909856073691,0.20644079880204197,3.3776139245379424e-05,1.62045089882355e-07
37.46641623186031,99.14948060416579,0.0073881915568045796,0.01165921904242749
2.33716170453734,0.014886704245395213,0.0005812529973815931,2.4128194731208587e-06
5.045118213089484,12.61104754463294,0.0006141247337169442,0.0004954305775125501
23.730632767183863,51.6764881660678,0.0001119425223865896,0.00018848286276601178
16.67281908584268,61.842651691278995,0.0015377097648808914,0.002276336241514343
27.35340348026564,35.93138255756254,0.002541687500407525,0.0017276063331881216
